ID	Len	GC	Group
RF01930_00010	91	0.538	RF01930
RF01930_00011	91	0.505	RF01930
RF01930_00012	91	0.516	RF01930
RF01930_00013	91	0.527	RF01930
RF01930_00014	90	0.567	RF01930
RF01930_00015	91	0.495	RF01930
RF01930_00016	91	0.505	RF01930
RF01930_00017	91	0.505	RF01930
RF01930_00018	90	0.522	RF01930
RF01930_00019	86	0.558	RF01930
RF01930_00020	86	0.558	RF01930
RF01930_00021	93	0.484	RF01930
RF01930_00022	91	0.495	RF01930
RF01930_00023	93	0.473	RF01930
RF01930_00024	90	0.500	RF01930
RF01931_00000	137	0.343	RF01931
RF01931_00001	137	0.343	RF01931
RF01931_00002	137	0.343	RF01931
RF01931_00004	137	0.343	RF01931
RF01931_00005	137	0.350	RF01931
RF01931_00007	137	0.350	RF01931
RF01931_00008	137	0.350	RF01931
RF01931_00010	137	0.350	RF01931
RF01931_00011	137	0.358	RF01931
RF01931_00012	137	0.350	RF01931
RF01931_00013	137	0.380	RF01931
RF01931_00015	137	0.380	RF01931
RF01931_00016	137	0.336	RF01931
RF01931_00017	137	0.365	RF01931
RF01931_00020	137	0.321	RF01931
RF01931_00021	138	0.370	RF01931
RF01931_00022	138	0.348	RF01931
RF01931_00024	138	0.399	RF01931
RF01931_00025	134	0.403	RF01931
RF01931_00026	157	0.401	RF01931
RF01931_00027	145	0.359	RF01931
RF01931_00028	146	0.356	RF01931
RF01931_00029	146	0.356	RF01931
RF01931_00030	132	0.379	RF01931
RF01931_00031	132	0.364	RF01931
RF01932_00001	107	0.458	RF01932
RF01932_00002	107	0.458	RF01932
RF01932_00003	107	0.458	RF01932
RF01932_00004	107	0.458	RF01932
RF01932_00005	107	0.458	RF01932
RF01932_00006	107	0.458	RF01932
RF01932_00007	107	0.458	RF01932
RF01932_00008	107	0.467	RF01932
RF01932_00010	107	0.467	RF01932
RF01932_00011	107	0.467	RF01932
RF01932_00012	107	0.467	RF01932
RF01932_00013	107	0.467	RF01932
RF01932_00014	107	0.477	RF01932
RF01932_00015	107	0.467	RF01932
RF01932_00016	106	0.453	RF01932
RF01932_00017	108	0.472	RF01932
RF01932_00018	108	0.481	RF01932
RF01932_00019	107	0.383	RF01932
RF01932_00020	107	0.495	RF01932
RF01932_00022	103	0.466	RF01932
RF01932_00023	103	0.417	RF01932
RF01932_00025	113	0.451	RF01932
RF01932_00029	104	0.404	RF01932
RF01932_00030	129	0.364	RF01932
RF01932_00031	94	0.404	RF01932
RF01933_00000	57	0.474	RF01933
RF01933_00001	57	0.474	RF01933
RF01933_00002	57	0.474	RF01933
RF01933_00003	57	0.474	RF01933
RF01933_00004	57	0.474	RF01933
RF01933_00005	57	0.474	RF01933
RF01933_00006	57	0.474	RF01933
RF01933_00007	57	0.474	RF01933
RF01933_00008	57	0.474	RF01933
RF01933_00010	57	0.474	RF01933
RF01933_00012	57	0.474	RF01933
RF01933_00013	57	0.474	RF01933
RF01933_00014	57	0.474	RF01933
RF01933_00015	57	0.474	RF01933
RF01933_00018	57	0.474	RF01933
RF01933_00019	57	0.474	RF01933
RF01933_00021	57	0.474	RF01933
RF01933_00022	57	0.474	RF01933
RF01933_00023	57	0.456	RF01933
RF01933_00024	58	0.448	RF01933
RF01933_00026	61	0.492	RF01933
RF01933_00027	57	0.474	RF01933
RF01933_00029	61	0.508	RF01933
RF01933_00030	61	0.508	RF01933
RF01933_00031	61	0.508	RF01933
RF01934_00000	93	0.441	RF01934
RF01934_00001	93	0.441	RF01934
RF01934_00003	93	0.430	RF01934
RF01934_00004	93	0.430	RF01934
RF01934_00005	93	0.452	RF01934
RF01934_00007	93	0.398	RF01934
RF01934_00009	93	0.441	RF01934
RF01934_00010	93	0.452	RF01934
RF01934_00011	93	0.441	RF01934
RF01934_00012	96	0.427	RF01934
RF01934_00013	96	0.427	RF01934
RF01934_00015	96	0.427	RF01934
RF01934_00016	96	0.427	RF01934
RF01934_00017	96	0.417	RF01934
RF01934_00018	96	0.417	RF01934
RF01934_00019	96	0.417	RF01934
RF01934_00020	96	0.417	RF01934
RF01934_00021	96	0.417	RF01934
RF01934_00022	96	0.417	RF01934
RF01934_00024	93	0.462	RF01934
RF01934_00025	96	0.406	RF01934
RF01934_00026	97	0.433	RF01934
RF01934_00028	92	0.413	RF01934
RF01934_00029	69	0.348	RF01934
RF01934_00030	111	0.396	RF01934
RF02044_00000	46	0.739	RF02044
RF02044_00003	46	0.717	RF02044
RF02044_00004	46	0.717	RF02044
RF02044_00005	46	0.717	RF02044
RF02044_00006	46	0.717	RF02044
RF02044_00007	46	0.717	RF02044
RF02044_00008	46	0.717	RF02044
RF02044_00010	46	0.717	RF02044
RF02044_00011	46	0.761	RF02044
RF02044_00013	46	0.717	RF02044
RF02044_00014	46	0.717	RF02044
RF02044_00016	46	0.717	RF02044
RF02044_00018	46	0.717	RF02044
RF02044_00020	46	0.717	RF02044
RF02044_00022	46	0.717	RF02044
RF02044_00023	46	0.717	RF02044
RF02044_00025	46	0.717	RF02044
RF02044_00026	46	0.717	RF02044
RF02044_00027	46	0.717	RF02044
RF02044_00028	46	0.717	RF02044
RF02044_00029	46	0.717	RF02044
RF02044_00036	46	0.652	RF02044
RF02044_00037	46	0.674	RF02044
RF02044_00040	48	0.708	RF02044
RF02044_00042	47	0.681	RF02044
RF02045_00002	144	0.354	RF02045
RF02045_00006	144	0.354	RF02045
RF02045_00008	144	0.354	RF02045
RF02045_00009	144	0.354	RF02045
RF02045_00010	144	0.354	RF02045
RF02045_00012	144	0.354	RF02045
RF02045_00013	144	0.354	RF02045
RF02045_00018	144	0.354	RF02045
RF02045_00019	144	0.354	RF02045
RF02045_00023	144	0.354	RF02045
RF02045_00026	144	0.361	RF02045
RF02045_00027	144	0.368	RF02045
RF02045_00028	141	0.362	RF02045
RF02045_00034	144	0.354	RF02045
RF02045_00037	143	0.371	RF02045
RF02045_00043	144	0.375	RF02045
RF02045_00044	147	0.306	RF02045
RF02045_00045	141	0.376	RF02045
RF02045_00046	141	0.376	RF02045
RF02045_00048	130	0.338	RF02045
RF02045_00049	129	0.372	RF02045
RF02045_00054	132	0.432	RF02045
RF02045_00057	122	0.410	RF02045
RF02045_00060	144	0.396	RF02045
RF02045_00061	97	0.361	RF02045
RF02089_00000	79	0.443	RF02089
RF02089_00001	80	0.425	RF02089
RF02089_00002	80	0.425	RF02089
RF02089_00003	79	0.392	RF02089
RF02089_00006	79	0.392	RF02089
RF02089_00012	79	0.392	RF02089
RF02089_00015	79	0.392	RF02089
RF02089_00020	80	0.400	RF02089
RF02089_00021	79	0.405	RF02089
RF02089_00023	79	0.405	RF02089
RF02089_00024	80	0.450	RF02089
RF02089_00026	79	0.468	RF02089
RF02089_00028	78	0.436	RF02089
RF02089_00029	78	0.359	RF02089
RF02089_00030	78	0.359	RF02089
RF02089_00040	77	0.429	RF02089
RF02089_00042	77	0.403	RF02089
RF02089_00043	76	0.434	RF02089
RF02089_00044	76	0.434	RF02089
RF02089_00049	73	0.452	RF02089
RF02089_00050	76	0.474	RF02089
RF02089_00051	76	0.474	RF02089
RF02089_00052	73	0.479	RF02089
RF02089_00053	80	0.450	RF02089
RF02089_00054	73	0.411	RF02089
RF02375_00001	194	0.309	RF02375
RF02375_00002	192	0.323	RF02375
RF02375_00005	191	0.319	RF02375
RF02375_00007	185	0.341	RF02375
RF02375_00012	188	0.335	RF02375
RF02375_00015	188	0.335	RF02375
RF02375_00020	185	0.335	RF02375
RF02375_00024	184	0.342	RF02375
RF02375_00025	186	0.339	RF02375
RF02375_00026	186	0.339	RF02375
RF02375_00027	185	0.341	RF02375
RF02375_00028	185	0.341	RF02375
RF02375_00030	185	0.341	RF02375
RF02375_00033	185	0.341	RF02375
RF02375_00036	185	0.341	RF02375
RF02375_00037	185	0.341	RF02375
RF02375_00038	185	0.341	RF02375
RF02375_00040	185	0.341	RF02375
RF02375_00041	185	0.341	RF02375
RF02375_00043	193	0.321	RF02375
RF02375_00044	191	0.340	RF02375
RF02375_00045	190	0.321	RF02375
RF02375_00046	187	0.326	RF02375
RF02375_00050	192	0.339	RF02375
RF02375_00051	193	0.295	RF02375
RF02402_00004	96	0.365	RF02402
RF02402_00005	96	0.365	RF02402
RF02402_00006	96	0.365	RF02402
RF02402_00009	95	0.411	RF02402
RF02402_00010	95	0.411	RF02402
RF02402_00011	95	0.442	RF02402
RF02402_00012	93	0.409	RF02402
RF02402_00015	96	0.417	RF02402
RF02402_00016	96	0.427	RF02402
RF02402_00020	95	0.368	RF02402
RF02402_00022	91	0.396	RF02402
RF02402_00024	91	0.396	RF02402
RF02402_00027	92	0.380	RF02402
RF02402_00030	95	0.326	RF02402
RF02402_00031	95	0.326	RF02402
RF02402_00032	95	0.368	RF02402
RF02402_00033	92	0.370	RF02402
RF02402_00034	92	0.370	RF02402
RF02402_00036	98	0.429	RF02402
RF02402_00037	98	0.429	RF02402
RF02402_00038	98	0.429	RF02402
RF02402_00040	98	0.429	RF02402
RF02402_00041	98	0.429	RF02402
RF02402_00049	91	0.352	RF02402
RF02402_00051	87	0.368	RF02402
RF02514_00058	292	0.435	RF02514
RF02514_00068	294	0.497	RF02514
RF02514_00091	294	0.463	RF02514
RF02514_00180	287	0.610	RF02514
RF02514_00264	287	0.575	RF02514
RF02514_00398	287	0.683	RF02514
RF02514_00411	286	0.633	RF02514
RF02514_00508	286	0.668	RF02514
RF02514_00756	287	0.631	RF02514
RF02514_00868	285	0.439	RF02514
RF02514_00911	291	0.423	RF02514
RF02514_01106	291	0.405	RF02514
RF02514_01481	274	0.339	RF02514
RF02514_01502	151	0.636	RF02514
RF02514_01683	285	0.361	RF02514
RF02514_01776	293	0.703	RF02514
RF02514_01882	287	0.718	RF02514
RF02514_01908	307	0.371	RF02514
RF02514_02001	290	0.559	RF02514
RF02514_02127	303	0.389	RF02514
RF02514_02159	303	0.452	RF02514
RF02514_02272	266	0.658	RF02514
RF02514_02309	199	0.673	RF02514
RF02514_02443	140	0.700	RF02514
RF02514_02519	144	0.653	RF02514
