ID	Len	GC	Group
RF00015_45	130	0.469	RF00015
RF00015_46	156	0.397	RF00015
RF00015_47	181	0.348	RF00015
RF00015_48	166	0.373	RF00015
RF00015_49	164	0.476	RF00015
RF00015_5	132	0.424	RF00015
RF00015_50	148	0.432	RF00015
RF00015_51	139	0.504	RF00015
RF00015_52	211	0.374	RF00015
RF00015_53	131	0.603	RF00015
RF00015_54	133	0.511	RF00015
RF00015_55	133	0.466	RF00015
RF00015_56	138	0.449	RF00015
RF00015_57	141	0.404	RF00015
RF00015_58	133	0.571	RF00015
RF00015_59	184	0.457	RF00015
RF00015_6	138	0.486	RF00015
RF00015_60	134	0.448	RF00015
RF00015_61	152	0.316	RF00015
RF00015_7	129	0.504	RF00015
RF00015_8	117	0.410	RF00015
RF00015_9	137	0.431	RF00015
RF00016_1	91	0.429	RF00016
RF00016_2	96	0.438	RF00016
RF00016_3	126	0.484	RF00016
RF00016_4	124	0.484	RF00016
RF00016_5	103	0.417	RF00016
RF00016_6	112	0.473	RF00016
RF00016_7	120	0.458	RF00016
RF00017_1	300	0.623	RF00017
RF00017_10	298	0.547	RF00017
RF00017_11	301	0.605	RF00017
RF00017_12	290	0.572	RF00017
RF00017_13	299	0.552	RF00017
RF00017_14	162	0.593	RF00017
RF00017_15	307	0.521	RF00017
RF00017_16	297	0.636	RF00017
RF00017_17	286	0.605	RF00017
RF00017_2	301	0.581	RF00017
RF00017_3	298	0.601	RF00017
RF00017_4	299	0.555	RF00017
RF00017_5	299	0.589	RF00017
RF00017_6	298	0.581	RF00017
RF00017_7	297	0.485	RF00017
RF00017_8	300	0.597	RF00017
RF00017_9	295	0.447	RF00017
RF00018_1	360	0.511	RF00018
RF00018_2	341	0.522	RF00018
RF00018_3	348	0.511	RF00018
RF00018_4	357	0.459	RF00018
RF00018_5	344	0.532	RF00018
RF00018_6	311	0.521	RF00018
RF00018_7	322	0.475	RF00018
RF00019_1	102	0.441	RF00019
RF00019_10	113	0.442	RF00019
RF00019_11	98	0.459	RF00019
RF00019_12	100	0.460	RF00019
RF00019_13	84	0.440	RF00019
RF00019_14	88	0.466	RF00019
RF00019_15	96	0.417	RF00019
RF00019_16	97	0.423	RF00019
RF00019_17	81	0.395	RF00019
RF00019_18	106	0.519	RF00019
RF00019_19	90	0.489	RF00019
RF00019_2	82	0.439	RF00019
RF00019_20	97	0.412	RF00019
RF00019_21	109	0.477	RF00019
RF00019_22	106	0.472	RF00019
RF00019_23	101	0.426	RF00019
RF00019_24	82	0.427	RF00019
RF00019_3	97	0.433	RF00019
RF00019_4	91	0.440	RF00019
RF00019_5	84	0.369	RF00019
RF00019_6	102	0.500	RF00019
RF00019_7	112	0.429	RF00019
RF00019_8	118	0.415	RF00019
RF00019_9	94	0.426	RF00019
RF00020_1	120	0.383	RF00020
RF00020_10	114	0.386	RF00020
RF00020_11	122	0.344	RF00020
RF00020_12	126	0.397	RF00020
RF00020_13	116	0.440	RF00020
RF00020_14	112	0.348	RF00020
RF00020_15	125	0.392	RF00020
RF00020_16	115	0.383	RF00020
RF00020_17	122	0.451	RF00020
RF00020_18	116	0.414	RF00020
RF00020_19	122	0.492	RF00020
RF00020_2	119	0.454	RF00020
RF00020_20	129	0.419	RF00020
RF00020_21	117	0.410	RF00020
RF00020_22	116	0.526	RF00020
RF00020_23	119	0.437	RF00020
RF00020_24	112	0.455	RF00020
RF00020_25	115	0.391	RF00020
RF00020_26	118	0.475	RF00020
RF00020_27	119	0.445	RF00020
RF00020_28	115	0.496	RF00020
RF00020_29	119	0.403	RF00020
RF00020_3	112	0.500	RF00020
RF00020_30	115	0.504	RF00020
RF00020_31	109	0.413	RF00020
RF00020_32	115	0.470	RF00020
RF00020_33	114	0.561	RF00020
RF00020_34	115	0.487	RF00020
RF00020_35	119	0.420	RF00020
RF00020_36	157	0.446	RF00020
RF00020_37	114	0.368	RF00020
RF00020_38	115	0.348	RF00020
RF00020_39	112	0.446	RF00020
RF00020_4	143	0.503	RF00020
RF00020_40	115	0.383	RF00020
RF00020_41	110	0.373	RF00020
RF00020_42	111	0.477	RF00020
RF00020_43	121	0.463	RF00020
RF00020_44	116	0.483	RF00020
RF00020_45	122	0.361	RF00020
RF00020_46	122	0.418	RF00020
RF00020_47	121	0.413	RF00020
RF00020_48	113	0.398	RF00020
RF00020_49	117	0.521	RF00020
RF00020_5	117	0.299	RF00020
RF00020_50	118	0.381	RF00020
RF00020_51	121	0.430	RF00020
RF00020_52	125	0.376	RF00020
RF00020_53	110	0.373	RF00020
RF00020_54	116	0.491	RF00020
RF00020_55	110	0.473	RF00020
RF00020_56	111	0.468	RF00020
RF00020_57	112	0.455	RF00020
RF00020_58	118	0.449	RF00020
RF00020_59	113	0.460	RF00020
RF00020_6	115	0.400	RF00020
RF00020_60	104	0.433	RF00020
RF00020_61	117	0.410	RF00020
RF00020_62	117	0.462	RF00020
RF00020_63	110	0.527	RF00020
RF00020_64	118	0.559	RF00020
RF00020_65	134	0.373	RF00020
RF00020_66	115	0.426	RF00020
RF00020_67	117	0.470	RF00020
RF00020_68	114	0.386	RF00020
RF00020_69	120	0.408	RF00020
RF00020_7	112	0.518	RF00020
RF00020_70	120	0.442	RF00020
RF00020_71	114	0.316	RF00020
RF00020_72	115	0.374	RF00020
RF00020_73	119	0.370	RF00020
RF00020_74	115	0.426	RF00020
RF00020_75	119	0.395	RF00020
RF00020_76	116	0.500	RF00020
RF00020_77	110	0.491	RF00020
RF00020_78	113	0.434	RF00020
RF00020_79	107	0.505	RF00020
RF00020_8	112	0.455	RF00020
RF00020_80	117	0.453	RF00020
RF00020_81	114	0.430	RF00020
RF00020_82	110	0.509	RF00020
RF00020_9	121	0.413	RF00020
RF00032_1	46	0.348	RF00032
RF00032_10	46	0.457	RF00032
RF00032_11	46	0.283	RF00032
RF00032_12	46	0.348	RF00032
RF00032_13	46	0.565	RF00032
RF00032_14	46	0.478	RF00032
RF00032_15	45	0.556	RF00032
RF00032_16	46	0.435	RF00032
RF00032_17	45	0.489	RF00032
RF00032_18	46	0.348	RF00032
RF00032_19	45	0.400	RF00032
RF00032_2	46	0.457	RF00032
RF00032_20	46	0.435	RF00032
RF00032_21	46	0.370	RF00032
RF00032_22	46	0.413	RF00032
RF00032_23	46	0.522	RF00032
RF00032_24	46	0.370	RF00032
RF00032_25	46	0.500	RF00032
RF00032_26	46	0.239	RF00032
RF00032_27	46	0.348	RF00032
RF00032_28	46	0.391	RF00032
RF00032_29	46	0.522	RF00032
RF00032_3	46	0.435	RF00032
RF00032_30	46	0.239	RF00032
RF00032_31	46	0.478	RF00032
RF00032_32	46	0.326	RF00032
RF00032_33	45	0.444	RF00032
RF00032_34	46	0.435	RF00032
RF00032_35	46	0.370	RF00032
RF00032_36	46	0.435	RF00032
RF00032_37	46	0.391	RF00032
RF00032_38	45	0.311	RF00032
RF00032_39	46	0.413	RF00032
RF00032_4	46	0.457	RF00032
RF00032_40	45	0.422	RF00032
RF00032_41	46	0.478	RF00032
RF00032_42	45	0.489	RF00032
RF00032_43	46	0.500	RF00032
RF00032_5	46	0.457	RF00032
RF00032_6	46	0.435	RF00032
RF00032_7	46	0.435	RF00032
RF00032_8	46	0.457	RF00032
RF00032_9	46	0.457	RF00032
dinucShuff_1	369	0.509	dinucShuff
dinucShuff_10	54	0.611	dinucShuff
dinucShuff_100	100	0.520	dinucShuff
dinucShuff_1000	384	0.508	dinucShuff
dinucShuff_1001	143	0.538	dinucShuff
dinucShuff_1002	270	0.437	dinucShuff
dinucShuff_1003	262	0.489	dinucShuff
dinucShuff_1004	59	0.458	dinucShuff
dinucShuff_1005	319	0.524	dinucShuff
dinucShuff_1006	77	0.455	dinucShuff
dinucShuff_1007	397	0.552	dinucShuff
dinucShuff_1008	50	0.500	dinucShuff
dinucShuff_1009	179	0.531	dinucShuff
dinucShuff_101	54	0.611	dinucShuff
dinucShuff_1010	354	0.531	dinucShuff
dinucShuff_1011	174	0.494	dinucShuff
dinucShuff_1012	309	0.502	dinucShuff
dinucShuff_1013	282	0.532	dinucShuff
dinucShuff_1014	108	0.500	dinucShuff
dinucShuff_1015	332	0.539	dinucShuff
dinucShuff_1016	245	0.486	dinucShuff
dinucShuff_1017	298	0.520	dinucShuff
dinucShuff_1018	245	0.498	dinucShuff
dinucShuff_1019	91	0.538	dinucShuff
dinucShuff_102	334	0.509	dinucShuff
dinucShuff_1020	74	0.473	dinucShuff
dinucShuff_1021	237	0.540	dinucShuff
dinucShuff_1022	89	0.472	dinucShuff
dinucShuff_1023	178	0.449	dinucShuff
dinucShuff_1024	53	0.547	dinucShuff
dinucShuff_1025	113	0.549	dinucShuff
dinucShuff_1026	245	0.502	dinucShuff
dinucShuff_1027	180	0.550	dinucShuff
dinucShuff_1028	151	0.497	dinucShuff
dinucShuff_1029	179	0.503	dinucShuff
dinucShuff_103	339	0.484	dinucShuff
dinucShuff_1030	281	0.520	dinucShuff
dinucShuff_1031	151	0.477	dinucShuff
dinucShuff_1032	333	0.559	dinucShuff
dinucShuff_1033	268	0.504	dinucShuff
dinucShuff_1034	128	0.500	dinucShuff
dinucShuff_1035	247	0.510	dinucShuff
dinucShuff_1036	128	0.438	dinucShuff
dinucShuff_1037	373	0.499	dinucShuff
dinucShuff_1038	389	0.491	dinucShuff
dinucShuff_1039	316	0.494	dinucShuff
dinucShuff_104	224	0.464	dinucShuff
dinucShuff_1040	337	0.466	dinucShuff
dinucShuff_1041	347	0.499	dinucShuff
dinucShuff_1042	340	0.538	dinucShuff
dinucShuff_1043	267	0.494	dinucShuff
dinucShuff_1044	126	0.500	dinucShuff
dinucShuff_1045	249	0.514	dinucShuff
dinucShuff_1046	117	0.521	dinucShuff
dinucShuff_1047	311	0.489	dinucShuff
dinucShuff_1048	161	0.503	dinucShuff
dinucShuff_1049	163	0.491	dinucShuff
dinucShuff_105	273	0.505	dinucShuff
dinucShuff_1050	167	0.545	dinucShuff
dinucShuff_1051	76	0.461	dinucShuff
dinucShuff_1052	357	0.538	dinucShuff
dinucShuff_1053	185	0.470	dinucShuff
dinucShuff_1054	200	0.475	dinucShuff
dinucShuff_1055	251	0.518	dinucShuff
dinucShuff_1056	217	0.493	dinucShuff
dinucShuff_1057	111	0.486	dinucShuff
dinucShuff_1058	135	0.452	dinucShuff
dinucShuff_1059	383	0.449	dinucShuff
dinucShuff_106	191	0.545	dinucShuff
dinucShuff_1060	386	0.469	dinucShuff
dinucShuff_1061	335	0.516	dinucShuff
dinucShuff_1062	67	0.448	dinucShuff
dinucShuff_1063	118	0.500	dinucShuff
dinucShuff_1064	237	0.578	dinucShuff
dinucShuff_1065	267	0.446	dinucShuff
dinucShuff_1066	251	0.478	dinucShuff
dinucShuff_1067	67	0.552	dinucShuff
dinucShuff_1068	316	0.494	dinucShuff
dinucShuff_1069	109	0.505	dinucShuff
dinucShuff_107	251	0.486	dinucShuff
dinucShuff_1070	164	0.549	dinucShuff
dinucShuff_1071	178	0.579	dinucShuff
dinucShuff_1072	218	0.546	dinucShuff
dinucShuff_1073	203	0.532	dinucShuff
dinucShuff_1074	189	0.439	dinucShuff
dinucShuff_1075	132	0.538	dinucShuff
dinucShuff_1076	166	0.458	dinucShuff
dinucShuff_1077	239	0.477	dinucShuff
dinucShuff_1078	395	0.509	dinucShuff
dinucShuff_1079	236	0.551	dinucShuff
dinucShuff_108	310	0.497	dinucShuff
dinucShuff_1080	292	0.510	dinucShuff
dinucShuff_1081	355	0.496	dinucShuff
dinucShuff_1082	259	0.521	dinucShuff
dinucShuff_1083	319	0.483	dinucShuff
dinucShuff_1084	235	0.498	dinucShuff
dinucShuff_1085	319	0.524	dinucShuff
dinucShuff_1086	240	0.517	dinucShuff
dinucShuff_1087	141	0.518	dinucShuff
dinucShuff_1088	172	0.547	dinucShuff
dinucShuff_1089	104	0.538	dinucShuff
dinucShuff_109	178	0.455	dinucShuff
dinucShuff_1090	261	0.517	dinucShuff
dinucShuff_1091	97	0.567	dinucShuff
dinucShuff_1092	144	0.465	dinucShuff
dinucShuff_1093	300	0.457	dinucShuff
dinucShuff_1094	112	0.554	dinucShuff
dinucShuff_1095	314	0.490	dinucShuff
dinucShuff_1096	92	0.489	dinucShuff
dinucShuff_1097	109	0.477	dinucShuff
dinucShuff_1098	67	0.582	dinucShuff
dinucShuff_1099	161	0.453	dinucShuff
dinucShuff_11	112	0.518	dinucShuff
dinucShuff_110	275	0.524	dinucShuff
dinucShuff_1100	388	0.482	dinucShuff
dinucShuff_1101	75	0.493	dinucShuff
dinucShuff_1102	155	0.581	dinucShuff
dinucShuff_1103	319	0.495	dinucShuff
dinucShuff_1104	146	0.514	dinucShuff
dinucShuff_1105	341	0.554	dinucShuff
dinucShuff_1106	197	0.497	dinucShuff
dinucShuff_1107	95	0.474	dinucShuff
dinucShuff_1108	322	0.512	dinucShuff
dinucShuff_1109	265	0.502	dinucShuff
dinucShuff_111	256	0.512	dinucShuff
dinucShuff_1110	74	0.500	dinucShuff
dinucShuff_1111	187	0.487	dinucShuff
dinucShuff_1112	216	0.477	dinucShuff
dinucShuff_1113	229	0.450	dinucShuff
dinucShuff_1114	164	0.463	dinucShuff
dinucShuff_1115	177	0.531	dinucShuff
dinucShuff_1116	169	0.527	dinucShuff
dinucShuff_1117	305	0.498	dinucShuff
dinucShuff_1118	53	0.528	dinucShuff
dinucShuff_1119	112	0.536	dinucShuff
dinucShuff_112	234	0.483	dinucShuff
dinucShuff_1120	317	0.489	dinucShuff
dinucShuff_1121	236	0.483	dinucShuff
dinucShuff_1122	191	0.466	dinucShuff
dinucShuff_1123	155	0.510	dinucShuff
dinucShuff_1124	87	0.540	dinucShuff
dinucShuff_1125	170	0.529	dinucShuff
dinucShuff_1126	122	0.443	dinucShuff
dinucShuff_1127	327	0.535	dinucShuff
dinucShuff_1128	322	0.516	dinucShuff
dinucShuff_1129	261	0.586	dinucShuff
dinucShuff_113	92	0.478	dinucShuff
dinucShuff_1130	234	0.500	dinucShuff
dinucShuff_1131	370	0.527	dinucShuff
dinucShuff_1132	233	0.541	dinucShuff
dinucShuff_1133	45	0.600	dinucShuff
dinucShuff_1134	210	0.538	dinucShuff
dinucShuff_1135	212	0.505	dinucShuff
dinucShuff_1136	380	0.532	dinucShuff
dinucShuff_1137	55	0.473	dinucShuff
dinucShuff_1138	274	0.496	dinucShuff
dinucShuff_1139	376	0.556	dinucShuff
dinucShuff_114	199	0.492	dinucShuff
dinucShuff_1140	322	0.543	dinucShuff
dinucShuff_1141	381	0.483	dinucShuff
dinucShuff_1142	127	0.480	dinucShuff
dinucShuff_1143	247	0.482	dinucShuff
dinucShuff_1144	343	0.510	dinucShuff
dinucShuff_1145	380	0.471	dinucShuff
dinucShuff_1146	373	0.493	dinucShuff
dinucShuff_1147	173	0.491	dinucShuff
dinucShuff_1148	139	0.518	dinucShuff
dinucShuff_1149	87	0.448	dinucShuff
dinucShuff_115	184	0.516	dinucShuff
dinucShuff_1150	57	0.632	dinucShuff
dinucShuff_1151	110	0.545	dinucShuff
dinucShuff_1152	376	0.460	dinucShuff
dinucShuff_1153	125	0.568	dinucShuff
dinucShuff_1154	382	0.445	dinucShuff
dinucShuff_1155	104	0.490	dinucShuff
dinucShuff_1156	319	0.520	dinucShuff
dinucShuff_1157	72	0.431	dinucShuff
dinucShuff_1158	365	0.468	dinucShuff
dinucShuff_1159	169	0.485	dinucShuff
dinucShuff_116	361	0.482	dinucShuff
dinucShuff_1160	81	0.531	dinucShuff
dinucShuff_1161	97	0.526	dinucShuff
dinucShuff_1162	68	0.559	dinucShuff
dinucShuff_1163	58	0.534	dinucShuff
dinucShuff_1164	168	0.512	dinucShuff
dinucShuff_1165	41	0.683	dinucShuff
dinucShuff_1166	91	0.549	dinucShuff
dinucShuff_1167	398	0.510	dinucShuff
dinucShuff_1168	367	0.526	dinucShuff
dinucShuff_1169	258	0.512	dinucShuff
dinucShuff_117	135	0.519	dinucShuff
dinucShuff_1170	165	0.461	dinucShuff
dinucShuff_1171	212	0.476	dinucShuff
dinucShuff_1172	397	0.463	dinucShuff
dinucShuff_1173	162	0.531	dinucShuff
dinucShuff_1174	313	0.511	dinucShuff
dinucShuff_1175	235	0.519	dinucShuff
dinucShuff_1176	269	0.491	dinucShuff
dinucShuff_1177	202	0.545	dinucShuff
dinucShuff_1178	93	0.495	dinucShuff
dinucShuff_1179	283	0.512	dinucShuff
dinucShuff_118	224	0.527	dinucShuff
dinucShuff_1180	265	0.483	dinucShuff
dinucShuff_1181	98	0.510	dinucShuff
dinucShuff_1182	175	0.503	dinucShuff
dinucShuff_1183	150	0.533	dinucShuff
dinucShuff_1184	156	0.468	dinucShuff
dinucShuff_1185	114	0.465	dinucShuff
dinucShuff_1186	152	0.586	dinucShuff
dinucShuff_1187	364	0.481	dinucShuff
dinucShuff_1188	239	0.519	dinucShuff
dinucShuff_1189	120	0.517	dinucShuff
dinucShuff_119	49	0.469	dinucShuff
dinucShuff_1190	332	0.521	dinucShuff
dinucShuff_1191	116	0.448	dinucShuff
dinucShuff_1192	56	0.393	dinucShuff
dinucShuff_1193	359	0.557	dinucShuff
dinucShuff_1194	180	0.467	dinucShuff
dinucShuff_1195	54	0.537	dinucShuff
dinucShuff_1196	167	0.569	dinucShuff
dinucShuff_1197	80	0.500	dinucShuff
dinucShuff_1198	346	0.540	dinucShuff
dinucShuff_1199	267	0.532	dinucShuff
dinucShuff_12	177	0.571	dinucShuff
dinucShuff_120	318	0.528	dinucShuff
dinucShuff_1200	94	0.404	dinucShuff
dinucShuff_1201	86	0.523	dinucShuff
dinucShuff_1202	356	0.525	dinucShuff
dinucShuff_1203	158	0.538	dinucShuff
dinucShuff_1204	232	0.513	dinucShuff
dinucShuff_1205	336	0.551	dinucShuff
dinucShuff_1206	358	0.508	dinucShuff
dinucShuff_1207	225	0.493	dinucShuff
dinucShuff_1208	205	0.502	dinucShuff
dinucShuff_1209	193	0.487	dinucShuff
dinucShuff_121	379	0.501	dinucShuff
dinucShuff_1210	43	0.535	dinucShuff
dinucShuff_1211	308	0.510	dinucShuff
dinucShuff_1212	397	0.486	dinucShuff
dinucShuff_1213	393	0.545	dinucShuff
dinucShuff_1214	370	0.546	dinucShuff
dinucShuff_1215	375	0.512	dinucShuff
dinucShuff_1216	54	0.463	dinucShuff
dinucShuff_1217	349	0.513	dinucShuff
dinucShuff_1218	310	0.458	dinucShuff
dinucShuff_1219	90	0.489	dinucShuff
dinucShuff_122	357	0.538	dinucShuff
dinucShuff_1220	293	0.529	dinucShuff
dinucShuff_1221	195	0.569	dinucShuff
dinucShuff_1222	271	0.520	dinucShuff
dinucShuff_1223	351	0.550	dinucShuff
dinucShuff_1224	222	0.518	dinucShuff
dinucShuff_1225	227	0.480	dinucShuff
dinucShuff_1226	60	0.483	dinucShuff
dinucShuff_1227	385	0.488	dinucShuff
dinucShuff_1228	299	0.458	dinucShuff
dinucShuff_1229	171	0.544	dinucShuff
dinucShuff_123	188	0.516	dinucShuff
dinucShuff_1230	186	0.505	dinucShuff
dinucShuff_1231	322	0.519	dinucShuff
dinucShuff_1232	304	0.447	dinucShuff
dinucShuff_1233	51	0.588	dinucShuff
dinucShuff_1234	398	0.543	dinucShuff
dinucShuff_1235	297	0.498	dinucShuff
dinucShuff_1236	159	0.541	dinucShuff
dinucShuff_1237	378	0.513	dinucShuff
dinucShuff_1238	392	0.497	dinucShuff
dinucShuff_1239	294	0.554	dinucShuff
dinucShuff_124	59	0.559	dinucShuff
dinucShuff_1240	246	0.577	dinucShuff
dinucShuff_1241	67	0.373	dinucShuff
dinucShuff_1242	286	0.462	dinucShuff
dinucShuff_1243	111	0.514	dinucShuff
dinucShuff_1244	353	0.507	dinucShuff
dinucShuff_1245	242	0.521	dinucShuff
dinucShuff_1246	154	0.500	dinucShuff
dinucShuff_1247	351	0.442	dinucShuff
dinucShuff_1248	210	0.538	dinucShuff
dinucShuff_1249	71	0.577	dinucShuff
dinucShuff_125	364	0.516	dinucShuff
dinucShuff_1250	156	0.526	dinucShuff
dinucShuff_1251	89	0.506	dinucShuff
dinucShuff_1252	196	0.561	dinucShuff
dinucShuff_1253	231	0.528	dinucShuff
dinucShuff_1254	347	0.501	dinucShuff
dinucShuff_1255	153	0.556	dinucShuff
dinucShuff_1256	150	0.500	dinucShuff
dinucShuff_1257	164	0.530	dinucShuff
dinucShuff_1258	115	0.478	dinucShuff
dinucShuff_1259	120	0.533	dinucShuff
dinucShuff_126	378	0.492	dinucShuff
dinucShuff_1260	247	0.490	dinucShuff
dinucShuff_1261	265	0.494	dinucShuff
dinucShuff_1262	317	0.530	dinucShuff
dinucShuff_1263	42	0.619	dinucShuff
dinucShuff_1264	117	0.479	dinucShuff
dinucShuff_1265	112	0.491	dinucShuff
dinucShuff_1266	219	0.461	dinucShuff
dinucShuff_1267	324	0.515	dinucShuff
dinucShuff_1268	124	0.556	dinucShuff
dinucShuff_1269	68	0.574	dinucShuff
dinucShuff_127	58	0.569	dinucShuff
dinucShuff_1270	181	0.519	dinucShuff
dinucShuff_1271	41	0.512	dinucShuff
dinucShuff_1272	375	0.451	dinucShuff
dinucShuff_1273	128	0.453	dinucShuff
dinucShuff_1274	41	0.659	dinucShuff
dinucShuff_1275	88	0.557	dinucShuff
dinucShuff_1276	272	0.544	dinucShuff
dinucShuff_1277	221	0.548	dinucShuff
dinucShuff_1278	273	0.520	dinucShuff
dinucShuff_1279	332	0.449	dinucShuff
dinucShuff_128	127	0.488	dinucShuff
dinucShuff_1280	172	0.506	dinucShuff
dinucShuff_1281	188	0.559	dinucShuff
dinucShuff_1282	180	0.528	dinucShuff
dinucShuff_1283	217	0.502	dinucShuff
dinucShuff_1284	95	0.453	dinucShuff
dinucShuff_1285	219	0.461	dinucShuff
dinucShuff_1286	395	0.484	dinucShuff
dinucShuff_1287	187	0.481	dinucShuff
dinucShuff_1288	286	0.580	dinucShuff
dinucShuff_1289	360	0.494	dinucShuff
dinucShuff_129	317	0.508	dinucShuff
dinucShuff_1290	182	0.478	dinucShuff
dinucShuff_1291	113	0.478	dinucShuff
dinucShuff_1292	236	0.500	dinucShuff
dinucShuff_1293	54	0.500	dinucShuff
dinucShuff_1294	350	0.520	dinucShuff
dinucShuff_1295	390	0.510	dinucShuff
dinucShuff_1296	377	0.515	dinucShuff
dinucShuff_1297	271	0.531	dinucShuff
dinucShuff_1298	101	0.545	dinucShuff
dinucShuff_1299	196	0.439	dinucShuff
dinucShuff_13	242	0.500	dinucShuff
dinucShuff_130	158	0.500	dinucShuff
dinucShuff_1300	391	0.532	dinucShuff
dinucShuff_1301	348	0.428	dinucShuff
dinucShuff_1302	339	0.460	dinucShuff
dinucShuff_1303	386	0.461	dinucShuff
dinucShuff_1304	332	0.536	dinucShuff
dinucShuff_1305	192	0.510	dinucShuff
dinucShuff_1306	103	0.563	dinucShuff
dinucShuff_1307	382	0.534	dinucShuff
dinucShuff_1308	182	0.549	dinucShuff
dinucShuff_1309	316	0.497	dinucShuff
dinucShuff_131	361	0.482	dinucShuff
dinucShuff_1310	177	0.520	dinucShuff
dinucShuff_1311	71	0.620	dinucShuff
dinucShuff_1312	220	0.473	dinucShuff
dinucShuff_1313	290	0.517	dinucShuff
dinucShuff_1314	46	0.391	dinucShuff
dinucShuff_1315	63	0.603	dinucShuff
dinucShuff_1316	376	0.503	dinucShuff
dinucShuff_1317	251	0.502	dinucShuff
dinucShuff_1318	345	0.493	dinucShuff
dinucShuff_1319	144	0.451	dinucShuff
dinucShuff_132	386	0.516	dinucShuff
dinucShuff_1320	372	0.505	dinucShuff
dinucShuff_1321	179	0.525	dinucShuff
dinucShuff_1322	178	0.579	dinucShuff
dinucShuff_1323	202	0.490	dinucShuff
dinucShuff_1324	154	0.468	dinucShuff
dinucShuff_1325	328	0.503	dinucShuff
dinucShuff_1326	183	0.519	dinucShuff
dinucShuff_1327	158	0.525	dinucShuff
dinucShuff_1328	118	0.500	dinucShuff
dinucShuff_1329	239	0.598	dinucShuff
dinucShuff_133	61	0.443	dinucShuff
dinucShuff_1330	153	0.510	dinucShuff
dinucShuff_1331	375	0.541	dinucShuff
dinucShuff_1332	385	0.506	dinucShuff
dinucShuff_1333	121	0.496	dinucShuff
dinucShuff_1334	332	0.464	dinucShuff
dinucShuff_1335	290	0.517	dinucShuff
dinucShuff_1336	389	0.514	dinucShuff
dinucShuff_1337	192	0.531	dinucShuff
dinucShuff_1338	68	0.485	dinucShuff
dinucShuff_1339	187	0.513	dinucShuff
dinucShuff_134	208	0.524	dinucShuff
dinucShuff_1340	301	0.492	dinucShuff
dinucShuff_1341	118	0.542	dinucShuff
dinucShuff_1342	379	0.488	dinucShuff
dinucShuff_1343	174	0.489	dinucShuff
dinucShuff_1344	332	0.554	dinucShuff
dinucShuff_1345	144	0.514	dinucShuff
dinucShuff_1346	102	0.510	dinucShuff
dinucShuff_1347	389	0.478	dinucShuff
dinucShuff_1348	345	0.481	dinucShuff
dinucShuff_1349	143	0.580	dinucShuff
dinucShuff_135	43	0.419	dinucShuff
dinucShuff_1350	132	0.545	dinucShuff
dinucShuff_1351	394	0.558	dinucShuff
dinucShuff_1352	156	0.506	dinucShuff
dinucShuff_1353	371	0.536	dinucShuff
dinucShuff_1354	256	0.531	dinucShuff
dinucShuff_1355	270	0.470	dinucShuff
dinucShuff_1356	310	0.500	dinucShuff
dinucShuff_1357	87	0.540	dinucShuff
dinucShuff_1358	46	0.522	dinucShuff
dinucShuff_1359	230	0.539	dinucShuff
dinucShuff_136	247	0.530	dinucShuff
dinucShuff_1360	77	0.494	dinucShuff
dinucShuff_1361	90	0.467	dinucShuff
dinucShuff_1362	137	0.482	dinucShuff
dinucShuff_1363	204	0.505	dinucShuff
dinucShuff_1364	150	0.473	dinucShuff
dinucShuff_1365	56	0.571	dinucShuff
dinucShuff_1366	266	0.519	dinucShuff
dinucShuff_1367	190	0.532	dinucShuff
dinucShuff_1368	286	0.521	dinucShuff
dinucShuff_1369	264	0.458	dinucShuff
dinucShuff_137	132	0.530	dinucShuff
dinucShuff_1370	49	0.531	dinucShuff
dinucShuff_1371	82	0.427	dinucShuff
dinucShuff_1372	238	0.458	dinucShuff
dinucShuff_1373	230	0.513	dinucShuff
dinucShuff_1374	184	0.500	dinucShuff
dinucShuff_1375	293	0.505	dinucShuff
dinucShuff_1376	397	0.531	dinucShuff
dinucShuff_1377	183	0.503	dinucShuff
dinucShuff_1378	66	0.621	dinucShuff
dinucShuff_1379	335	0.528	dinucShuff
dinucShuff_138	202	0.520	dinucShuff
dinucShuff_1380	210	0.500	dinucShuff
dinucShuff_1381	119	0.513	dinucShuff
dinucShuff_1382	283	0.505	dinucShuff
dinucShuff_1383	87	0.552	dinucShuff
dinucShuff_1384	150	0.473	dinucShuff
dinucShuff_1385	55	0.564	dinucShuff
dinucShuff_1386	219	0.475	dinucShuff
dinucShuff_1387	193	0.523	dinucShuff
dinucShuff_1388	270	0.519	dinucShuff
dinucShuff_1389	336	0.542	dinucShuff
dinucShuff_139	45	0.600	dinucShuff
dinucShuff_1390	130	0.592	dinucShuff
dinucShuff_1391	164	0.476	dinucShuff
dinucShuff_1392	180	0.500	dinucShuff
dinucShuff_1393	105	0.448	dinucShuff
dinucShuff_1394	334	0.536	dinucShuff
dinucShuff_1395	236	0.386	dinucShuff
dinucShuff_1396	240	0.512	dinucShuff
dinucShuff_1397	227	0.524	dinucShuff
dinucShuff_1398	92	0.511	dinucShuff
dinucShuff_1399	143	0.497	dinucShuff
dinucShuff_14	397	0.521	dinucShuff
dinucShuff_140	183	0.536	dinucShuff
dinucShuff_1400	153	0.536	dinucShuff
dinucShuff_1401	144	0.479	dinucShuff
dinucShuff_1402	128	0.508	dinucShuff
dinucShuff_1403	145	0.483	dinucShuff
dinucShuff_1404	344	0.500	dinucShuff
